RESULT_ID,STUDENT_ID,SCHEMA_ID,ALGORITHM_ID,VISUAL_FEEDBACK,GESTURES,BLOCKS,TEXT,TIME,TIMESTAMP,ORIGINAL_ALGORITHM,ARTEFACT_DIMENSION,ARTEFACT_TYPE,ARTEFACT_CATEGORY,LOG_TIME,ALGORITHM,COMPLETE,COLORED_CORRECTLY_old,COLORED_x,DOMAIN_x,CORRECT_old,COLORED_CORRECTLY,COLORED_y,DOMAIN_y,CORRECT,DOMAIN,TIME_DIFF
30,1,11,197,False,True,False,False,35.0,2023-03-29 09:10:26.657212,"go(f3),paint({blue},2,right),go(d2),paint(blue),go(d5),paint(blue),go(b3),paint({blue},2,right),go(d1),paint({green},4,square up right down),go(c1),paint(red),go(c2),paint(red),go(d3),paint(red),go(d4),paint(red),go(c5),paint(red),go(c6),paint(red),go(c3),paint(yellow),go(c4),paint(yellow),go(a4),paint(yellow),go(a3),paint(yellow)",1.0,1 (G),Gesture-interface,31.0,"go(f3),paint({blue},2,right),go(d2),paint(blue),go(d5),paint(blue),go(b3),paint({blue},2,right),go(d1),paint({green},4,square up right down),go(c1),paint(red),go(c2),paint(red),go(d3),paint(red),go(d4),paint(red),go(c5),paint(red),go(c6),paint(red),paint({yellow},{c3,c4,a4,a3})",True,16.0,16.0,virtual,False,16.0,16.0,virtual,False,,4.0
32,1,12,212,False,True,False,False,39.0,2023-03-29 09:11:11.911089,"go(c1),paint(blue),go(d3),paint(blue),go(c4),paint(blue),go(d5),paint(blue),go(f3),paint(blue),go(e3),paint(red),go(c2),paint(red),go(d6),paint(red),go(b4),paint(red),go(a3),paint(red),go(f4),paint(green),go(d2),paint(green),go(c3),paint(green),go(d4),paint(green),go(c6),paint(green),go(e4),paint(yellow),go(d1),paint(yellow),go(c5),paint(yellow),go(b3),paint(yellow),go(a4),paint(yellow)",1.0,1 (G),Gesture-interface,35.0,"go(c1),paint(blue),go(d3),paint(blue),go(c4),paint(blue),go(d5),paint(blue),go(f3),paint(blue),go(e3),paint(red),go(c2),paint(red),go(d6),paint(red),go(b4),paint(red),go(a3),paint(red),go(f4),paint(green),go(d2),paint(green),go(c3),paint(green),go(d4),paint(green),go(c6),paint(green),go(e4),paint(yellow),go(d1),paint(yellow),go(c5),paint(yellow),go(b3),paint(yellow),go(a4),paint(yellow)",True,20.0,20.0,virtual,True,20.0,20.0,virtual,True,,4.0
1,2,1,1,False,False,False,True,11.0,2023-03-29 09:02:50.583638,"go(c1),paint(blue)",3.0,3 (P),Visual programming interface,0.0,"go(c1),paint(blue)",True,1.0,1.0,virtual,False,1.0,1.0,virtual,False,,11.0
9,2,2,15,True,False,False,True,103.0,2023-03-29 09:04:37.948612,"go(f3),paint({blue},6,down),go(d1),paint({blue},4,square down right up),fill_empty(yellow)",2.0,2 (PF),Visual programming interface + feedback,94.0,"go(f3),paint({blue},6,down),go(d1),paint({blue},4,square down right up),fill_empty(yellow)",True,20.0,20.0,virtual,True,20.0,20.0,virtual,True,,9.0
22,2,3,41,True,False,False,True,195.0,2023-03-29 09:08:37.454359,"go(f3),paint({yellow},6,down),go(d1),paint({yellow,red},2,square down right up),go(f4),paint({red},6,down),go(d5),paint({yellow},2,down),go(d6),paint({red},2,down)",2.0,2 (PF),Visual programming interface + feedback,185.0,"go(f3),paint({yellow},6,down),go(d1),paint({yellow,red},2,square down right up),go(f4),paint({red},6,down),go(d5),paint({yellow},2,down),go(d6),paint({red},2,down)",True,18.0,20.0,virtual,False,18.0,20.0,virtual,False,,10.0
31,2,4,64,True,False,False,True,137.0,2023-03-29 09:10:55.593925,"go(f3),paint({blue},6,down),go(f4),paint({yellow},6,down),go(d1),paint({yellow},2,down),go(d2),paint({red},2,down),go(d5),paint({red},2,down),go(d6),paint({blue},2,down)",2.0,2 (PF),Visual programming interface + feedback,127.0,"go(f3),paint({blue},6,down),go(f4),paint({yellow},6,down),go(d1),paint({yellow},2,down),go(d2),paint({red},2,down),go(d5),paint({red},2,down),go(d6),paint({blue},2,down)",True,20.0,20.0,virtual,True,20.0,20.0,virtual,True,,10.0
37,2,5,82,True,False,False,True,129.0,2023-03-29 09:13:06.182125,"go(f3),paint({yellow},6,down),go(f4),paint({blue},6,down),go(d1),paint({red},4,square down right up),go(d5),paint({green},4,square down right up)",2.0,2 (PF),Visual programming interface + feedback,118.0,"go(f3),paint({yellow},6,down),go(f4),paint({blue},6,down),go(d1),paint({red},4,square down right up),go(d5),paint({green},4,square down right up)",True,20.0,20.0,virtual,True,20.0,20.0,virtual,True,,11.0
38,2,6,104,True,True,False,False,30.0,2023-03-29 09:13:36.812928,"go(f3),paint(blue),go(e3),paint(blue),go(d3),paint(blue),go(d2),paint(blue),go(d1),paint(blue),go(f4),paint(green),go(e4),paint(green),go(d4),paint(green),go(d5),paint(green),go(d6),paint(green),go(a3),paint(yellow),go(b3),paint(yellow),go(c3),paint(yellow),go(c2),paint(yellow),go(c1),paint(yellow),go(a4),paint(red),go(b4),paint(red),go(c4),paint(red),go(c5),paint(red),go(c6),paint(red)",0.0,0 (GF),Gesture interface + feedback,22.0,"go(f3),paint(blue),go(e3),paint(blue),go(d3),paint(blue),go(d2),paint(blue),go(d1),paint(blue),go(f4),paint(green),go(e4),paint(green),go(d4),paint(green),go(d5),paint(green),go(d6),paint(green),go(a3),paint(yellow),go(b3),paint(yellow),go(c3),paint(yellow),go(c2),paint(yellow),go(c1),paint(yellow),go(a4),paint(red),go(b4),paint(red),go(c4),paint(red),go(c5),paint(red),go(c6),paint(red)",True,20.0,20.0,virtual,True,20.0,20.0,virtual,True,,8.0
40,2,7,125,True,True,False,False,56.0,2023-03-29 09:14:33.872663,"go(e4),paint(yellow),go(f3),paint(yellow),go(e3),paint(red),go(f4),paint(red),go(d1),paint(yellow),go(d3),paint(yellow),go(d2),paint(red),go(d4),paint(red),go(d6),paint(red),go(d5),paint(yellow),go(c2),paint(yellow),go(c4),paint(yellow),go(c6),paint(yellow),go(b3),paint(yellow),go(a4),paint(yellow),go(a3),paint(red),go(b4),paint(red),go(c1),paint(red),go(c3),paint(red),go(c5),paint(red)",0.0,0 (GF),Gesture interface + feedback,48.0,"go(e4),paint(yellow),go(f3),paint(yellow),go(e3),paint(red),go(f4),paint(red),go(d1),paint(yellow),go(d3),paint(yellow),go(d2),paint(red),go(d4),paint(red),go(d6),paint(red),go(d5),paint(yellow),go(c2),paint(yellow),go(c4),paint(yellow),go(c6),paint(yellow),go(b3),paint(yellow),go(a4),paint(yellow),go(a3),paint(red),go(b4),paint(red),go(c1),paint(red),go(c3),paint(red),go(c5),paint(red)",True,20.0,20.0,virtual,True,20.0,20.0,virtual,True,,8.0
45,2,8,146,True,True,False,False,77.0,2023-03-29 09:15:52.073237,"go(f3),paint(yellow),go(f4),paint(red),go(e3),paint(red),go(e4),paint(blue),go(d1),paint(yellow),go(d2),paint(red),go(d3),paint(yellow),go(d4),paint(red),go(d5),paint(yellow),go(d6),paint(red),go(c1),paint(red),go(c5),paint(red),go(c2),paint(blue),go(c4),paint(blue),go(c6),paint(blue),go(c3),paint(red),go(b3),paint(yellow),go(b4),paint(red),go(a3),paint(red),go(a4),paint(blue)",0.0,0 (GF),Gesture interface + feedback,71.0,"go(f3),paint(yellow),go(f4),paint(red),go(e3),paint(red),go(e4),paint(blue),go(d1),paint(yellow),go(d2),paint(red),go(d3),paint(yellow),go(d4),paint(red),go(d5),paint(yellow),go(d6),paint(red),go(c1),paint(red),go(c5),paint(red),go(c2),paint(blue),go(c4),paint(blue),go(c6),paint(blue),go(c3),paint(red),go(b3),paint(yellow),go(b4),paint(red),go(a3),paint(red),go(a4),paint(blue)",True,20.0,20.0,virtual,True,20.0,20.0,virtual,True,,6.0
48,2,9,165,True,True,False,False,73.0,2023-03-29 09:17:06.021836,"go(f3),paint(blue),go(f4),paint(green),go(e3),paint(red),go(e4),paint(yellow),go(d1),paint(blue),go(d2),paint(green),go(d3),paint(blue),go(d4),paint(green),go(d5),paint(blue),go(d6),paint(green),go(c1),paint(red),go(c2),paint(yellow),go(c3),paint(red),go(c4),paint(yellow),go(c5),paint(red),go(c6),paint(yellow),go(b3),paint(blue),go(a3),paint(red),go(b4),paint(green),go(a4),paint(yellow)",0.0,0 (GF),Gesture interface + feedback,63.0,"go(f3),paint(blue),go(f4),paint(green),go(e3),paint(red),go(e4),paint(yellow),go(d1),paint(blue),go(d2),paint(green),go(d3),paint(blue),go(d4),paint(green),go(d5),paint(blue),go(d6),paint(green),go(c1),paint(red),go(c2),paint(yellow),go(c3),paint(red),go(c4),paint(yellow),go(c5),paint(red),go(c6),paint(yellow),go(b3),paint(blue),go(a3),paint(red),go(b4),paint(green),go(a4),paint(yellow)",True,20.0,20.0,virtual,True,20.0,20.0,virtual,True,,10.0
55,2,10,179,True,False,False,True,442.0,2023-03-29 09:24:28.850422,"go(f3),paint({blue},2,right),go(e3),paint({yellow},2,right),go(d1),paint({yellow,blue},4,square down right up),go(d3),paint({yellow,blue},4,down),go(d4),paint({yellow,blue},2,down),go(d5),paint({blue,yellow},4,square down right up),go(b3),paint({blue,yellow},4,square down right up),go(b4),paint({blue,yellow},2,down)",2.0,2 (PF),Visual programming interface + feedback,434.0,"go(f3),paint({blue},2,right),go(e3),paint({yellow},2,right),go(d1),paint({yellow,blue},4,square down right up),go(d3),paint({yellow,blue},4,down),go(d4),paint({yellow,blue},2,down),go(d5),paint({blue,yellow},4,square down right up),go(b3),paint({blue,yellow},4,square down right up),go(b4),paint({blue,yellow},2,down)",True,20.0,20.0,virtual,True,20.0,20.0,virtual,True,,8.0
56,2,11,198,True,True,False,False,43.0,2023-03-29 09:25:12.846739,"go(f3),paint(blue),go(f4),paint(blue),go(e3),paint(green),go(d1),paint(green),go(d2),paint(blue),go(d3),paint(red),go(d4),paint(red),go(d5),paint(blue),go(d6),paint(green),go(c1),paint(red),go(c2),paint(red),go(c3),paint(yellow),go(c4),paint(yellow),go(c5),paint(red),go(c6),paint(red),go(b3),paint(blue),go(b4),paint(blue),go(a3),paint(yellow),go(a4),paint(yellow),go(e4),paint(green)",0.0,0 (GF),Gesture interface + feedback,37.0,"go(f3),paint(blue),go(f4),paint(blue),go(e3),paint(green),go(d1),paint(green),go(d2),paint(blue),go(d3),paint(red),go(d4),paint(red),go(d5),paint(blue),go(d6),paint(green),go(c1),paint(red),go(c2),paint(red),go(c3),paint(yellow),go(c4),paint(yellow),go(c5),paint(red),go(c6),paint(red),go(b3),paint(blue),go(b4),paint(blue),go(a3),paint(yellow),go(a4),paint(yellow),go(e4),paint(green)",True,20.0,20.0,virtual,True,20.0,20.0,virtual,True,,6.0
57,2,12,212,True,True,False,False,61.0,2023-03-29 09:26:15.009937,"go(f3),paint(blue),go(f4),paint(green),go(e3),paint(red),go(e4),paint(yellow),go(d1),paint(yellow),go(d2),paint(green),go(d3),paint(blue),go(d4),paint(green),go(d5),paint(blue),go(d6),paint(red),go(c1),paint(blue),go(c2),paint(red),go(c3),paint(green),go(c4),paint(blue),go(c5),paint(yellow),go(c6),paint(green),go(b3),paint(yellow),go(a4),paint(yellow),go(b4),paint(red),go(a3),paint(red)",1.0,1 (G),Gesture-interface,56.0,"go(f3),paint(blue),go(f4),paint(green),go(e3),paint(red),go(e4),paint(yellow),go(d1),paint(yellow),go(d2),paint(green),go(d3),paint(blue),go(d4),paint(green),go(d5),paint(blue),go(d6),paint(red),go(c1),paint(blue),go(c2),paint(red),go(c3),paint(green),go(c4),paint(blue),go(c5),paint(yellow),go(c6),paint(green),go(b3),paint(yellow),go(a4),paint(yellow),go(b4),paint(red),go(a3),paint(red)",True,20.0,20.0,virtual,True,20.0,20.0,virtual,True,,5.0
506,3,1,,,,,,,,,,,,,,False,,,,,,,,,virtual,
507,3,2,,,,,,,,,,,,,,False,,,,,,,,,virtual,
508,3,3,,,,,,,,,,,,,,False,,,,,,,,,virtual,
509,3,4,,,,,,,,,,,,,,False,,,,,,,,,virtual,
510,3,5,,,,,,,,,,,,,,False,,,,,,,,,virtual,
511,3,6,,,,,,,,,,,,,,False,,,,,,,,,virtual,
512,3,7,,,,,,,,,,,,,,False,,,,,,,,,virtual,
513,3,8,,,,,,,,,,,,,,False,,,,,,,,,virtual,
514,3,9,,,,,,,,,,,,,,False,,,,,,,,,virtual,
515,3,10,,,,,,,,,,,,,,False,,,,,,,,,virtual,
516,3,11,,,,,,,,,,,,,,False,,,,,,,,,virtual,
74,3,12,215,False,False,False,True,1882.0,2023-03-29 09:34:02.545173,"go(f3),paint(blue),copy({f3},{d3,d5,c4,c1}),go(f4),paint(green),copy({f4},{d2,c3,d4,c6}),go(e3),paint(red),copy({e3},{c2,d6,c2,b4,a3}),fill_empty(yellow)",2.0,2 (PF),Visual programming interface + feedback,273.0,"go(f3),paint(blue),copy({f3},{d3,d5,c4,c1}),go(f4),paint(green),copy({f4},{d2,c3,d4,c6}),go(e3),paint(red),copy({e3},{c2,d6,c2,b4,a3}),fill_empty(yellow)",True,20.0,20.0,virtual,True,20.0,20.0,virtual,True,,1609.0
3,4,1,2,False,False,False,True,10.0,2023-03-29 09:02:50.993549,,3.0,3 (P),Visual programming interface,0.0,fill_empty(blue),True,0.0,0.0,virtual,False,20.0,0.0,virtual,True,,10.0
10,4,2,15,True,False,False,True,119.0,2023-03-29 09:04:51.155718,"go(f3),paint({blue},6,down),go(d1),paint({blue},2,square down right up),fill_empty(yellow)",2.0,2 (PF),Visual programming interface + feedback,109.0,"go(f3),paint({blue},6,down),go(d1),paint({blue},2,square down right up),fill_empty(yellow)",True,20.0,20.0,virtual,True,20.0,20.0,virtual,True,,10.0
15,4,3,40,False,False,False,True,100.0,2023-03-29 09:06:32.946619,"go(f3),paint({yellow},6,down),go(d1),paint({yellow},2,down),go(d5),paint({yellow},2,down),fill_empty(red)",3.0,3 (P),Visual programming interface,87.0,"go(f3),paint({yellow},6,down),go(d1),paint({yellow},2,down),go(d5),paint({yellow},2,down),fill_empty(red)",True,20.0,20.0,virtual,True,20.0,20.0,virtual,True,,13.0
25,4,4,63,True,True,False,False,177.0,2023-03-29 09:09:30.477411,"go(f3),paint(blue),go(e3),paint(blue),go(d3),paint(blue),go(c3),paint(blue),go(b3),paint(blue),go(a3),paint(blue),go(f4),paint({yellow},6,down),go(d2),paint({red},2,down),go(d1),paint({yellow},2,down),mirror(vertical)",0.0,0 (GF),Gesture interface + feedback,170.0,"go(f3),paint(blue),go(e3),paint(blue),go(d3),paint(blue),go(c3),paint(blue),go(b3),paint(blue),go(a3),paint(blue),go(f4),paint({yellow},6,down),go(d2),paint({red},2,down),go(d1),paint({yellow},2,down),mirror(vertical)",True,18.0,20.0,virtual,False,18.0,20.0,virtual,False,,7.0
28,4,5,81,False,True,False,False,31.0,2023-03-29 09:10:06.048830,"go(f4),paint({blue},6,down),go(f3),paint({yellow},6,down),go(d1),paint({red},4,square right down left),go(c5),paint({green},4,square up right down)",1.0,1 (G),Gesture-interface,17.0,"go(f4),paint({blue},6,down),go(f3),paint({yellow},6,down),go(d1),paint({red},4,square right down left),go(c5),paint({green},4,square up right down)",True,20.0,20.0,virtual,True,20.0,20.0,virtual,True,,14.0
34,4,6,103,True,True,False,False,162.0,2023-03-29 09:12:50.013001,"go(f3),paint({blue},3,down),go(d3),paint({blue},3,left),go(c1),paint({yellow},5,l right down),go(e4),paint(green),go(d4),paint(green),go(d5),paint(green),go(d6),paint(green),go(a4),paint({red},5,l up right),go(f4),paint(green)",0.0,0 (GF),Gesture interface + feedback,156.0,"go(f3),paint({blue},3,down),go(d3),paint({blue},3,left),go(c1),paint({yellow},5,l right down),go(e4),paint(green),go(d4),paint(green),go(d5),paint(green),go(d6),paint(green),go(a4),paint({red},5,l up right),go(f4),paint(green)",True,20.0,20.0,virtual,True,20.0,20.0,virtual,True,,6.0
43,4,7,126,False,False,False,True,135.0,2023-03-29 09:15:06.930269,"go(c1),paint({},6,zig-zag right up down),go(b4),paint({red},2,diagonal down left),go(e3),paint({red},2,diagonal up right),fill_empty(yellow)",3.0,3 (P),Visual programming interface,118.0,"go(b4),paint({red},2,diagonal down left),go(e3),paint({red},2,diagonal up right),fill_empty(yellow)",True,14.0,20.0,virtual,False,14.0,20.0,virtual,False,,17.0
50,4,8,148,True,True,False,False,248.0,2023-03-29 09:19:16.596468,"go(f3),paint(yellow),go(c1),paint({red},6,zig-zag right up down),go(b4),paint({red},2,diagonal down left),go(e3),paint({red},2,diagonal up right),go(d1),paint(yellow),go(d3),paint(yellow),go(d5),paint(yellow),go(b3),paint(yellow),fill_empty(blue)",0.0,0 (GF),Gesture interface + feedback,241.0,"go(f3),paint(yellow),go(c1),paint({red},6,zig-zag right up down),go(b4),paint({red},2,diagonal down left),go(e3),paint({red},2,diagonal up right),go(d1),paint(yellow),go(d3),paint(yellow),go(d5),paint(yellow),go(b3),paint(yellow),fill_empty(blue)",True,20.0,20.0,virtual,True,20.0,20.0,virtual,True,,7.0
52,4,9,168,True,False,False,True,156.0,2023-03-29 09:21:53.808768,"go(f3),paint({blue,red},6,down),go(f4),paint({green,yellow},6,down),go(c1),paint({red,green},6,zig-zag right up down),go(c1),paint({red,yellow},6,right),fill_empty(blue)",2.0,2 (PF),Visual programming interface + feedback,147.0,"go(f3),paint({blue,red},6,down),go(f4),paint({green,yellow},6,down),go(c1),paint({red,green},6,zig-zag right up down),go(c1),paint({red,yellow},6,right),fill_empty(blue)",True,20.0,20.0,virtual,True,20.0,20.0,virtual,True,,9.0
61,4,10,180,True,True,False,False,330.0,2023-03-29 09:27:26.105362,"go(f3),paint(blue),go(e3),paint({yellow},2,down),go(c3),paint({blue},2,down),go(d1),paint({yellow},2,diagonal down right),copy({f3},{c1}),go(d2),paint(blue),mirror(vertical),go(a3),paint({yellow},2,right)",0.0,0 (GF),Gesture interface + feedback,308.0,"go(f3),paint(blue),go(e3),paint({yellow},2,down),go(c3),paint({blue},2,down),go(d1),paint({yellow},2,diagonal down right),copy({f3},{c1}),go(d2),paint(blue),mirror(vertical),go(a3),paint({yellow},2,right)",True,20.0,20.0,virtual,True,20.0,20.0,virtual,True,,22.0
62,4,11,200,True,True,False,False,50.0,2023-03-29 09:28:17.445579,"go(f3),paint({blue},2,right),go(e3),paint({green},2,right),go(d3),paint({red},2,right),go(c3),paint({yellow},2,right),go(c5),paint({red},2,right),go(c1),paint({red},2,right),go(d1),paint(green),go(d6),paint(green),go(d2),paint(blue),go(d5),paint(blue),go(b3),paint(blue),go(a3),paint(yellow),go(a4),paint(yellow),go(b4),paint(blue)",0.0,0 (GF),Gesture interface + feedback,42.0,"go(f3),paint({blue},2,right),go(e3),paint({green},2,right),go(d3),paint({red},2,right),go(c3),paint({yellow},2,right),paint({red},{c5,c6,c1,c2}),go(d1),paint(green),go(d6),paint(green),go(d2),paint(blue),go(d5),paint(blue),go(b3),paint(blue),go(a3),paint(yellow),go(a4),paint(yellow),go(b4),paint(blue)",True,20.0,20.0,virtual,True,20.0,20.0,virtual,True,,8.0
72,4,12,215,True,False,False,True,321.0,2023-03-29 09:33:39.711666,"go(f3),paint(blue),copy({f3},{d3,d5,c4,c1}),go(f4),paint(green),copy({f4},{d2,c3,d4,c6}),go(e3),paint(red),copy({e3},{c2,d6,c2,b4,a3}),fill_empty(yellow)",2.0,2 (PF),Visual programming interface + feedback,273.0,"go(f3),paint(blue),copy({f3},{d3,d5,c4,c1}),go(f4),paint(green),copy({f4},{d2,c3,d4,c6}),go(e3),paint(red),copy({e3},{c2,d6,c2,b4,a3}),fill_empty(yellow)",True,20.0,20.0,virtual,True,20.0,20.0,virtual,True,,48.0
2,5,1,2,False,False,False,True,8.0,2023-03-29 09:02:50.970713,fill_empty(blue),3.0,3 (P),Visual programming interface,1.0,fill_empty(blue),True,20.0,20.0,virtual,True,20.0,20.0,virtual,True,,7.0
8,5,2,16,True,False,False,True,99.0,2023-03-29 09:04:30.237726,"go(f3),paint({blue},6,down),go(d1),paint({blue},4,square right down left),go(f4),paint({yellow},6,down),fill_empty(yellow)",2.0,2 (PF),Visual programming interface + feedback,92.0,"go(f3),paint({blue},6,down),go(d1),paint({blue},4,square right down left),go(f4),paint({yellow},6,down),fill_empty(yellow)",True,20.0,20.0,virtual,True,20.0,20.0,virtual,True,,7.0
13,5,3,39,False,False,False,True,111.0,2023-03-29 09:06:22.392070,"go(f3),paint({yellow},6,down),go(f4),paint({red},6,down),go(d1),paint({yellow},2,down),go(d2),paint({red},2,down),go(d5),paint({yellow},2,down),fill_empty(red)",3.0,3 (P),Visual programming interface,100.0,"go(f3),paint({yellow},6,down),go(f4),paint({red},6,down),go(d1),paint({yellow},2,down),go(d2),paint({red},2,down),go(d5),paint({yellow},2,down),fill_empty(red)",True,20.0,20.0,virtual,True,20.0,20.0,virtual,True,,11.0
